t,gx,gy,gz
4466.040000,-2.587786,0.015267,0.259542
4466.051000,-2.778626,-0.832061,-0.206107
4466.062000,-2.984733,-0.938931,0.244275
4466.073000,-2.076336,0.175573,-0.106870
4466.084000,-2.496183,-1.503817,0.938931
4466.098000,-0.770992,-0.106870,0.992366
4466.111000,-3.091603,-1.564886,-0.412214
4466.122000,-2.503817,0.259542,0.129771
4466.133000,-2.442748,0.977099,0.305344
4466.144000,-3.015267,0.809160,-0.229008
4466.155000,-3.038168,0.374046,-0.183206
4466.166000,-2.885496,0.236641,0.152672
4466.177000,-2.473282,1.404580,0.160305
4466.188000,-2.396947,-0.465649,0.175573
4466.199000,-2.305344,-2.580153,0.106870
4466.210000,-1.946565,-2.396947,0.511450
4466.221000,-1.702290,-1.770992,0.595420
4466.232000,-1.664122,-0.511450,0.801527
4466.243000,-2.290076,-0.236641,0.244275
4466.255000,-3.175573,0.648855,-0.465649
4466.266000,-3.404580,1.473282,-0.145038
4466.277000,-3.129771,2.320611,0.106870
4466.288000,-2.977099,1.427481,0.022901
4466.300000,-2.419847,-0.045802,0.099237
4466.311000,-2.419847,-1.236641,0.770992
4466.322000,-1.709924,-2.496183,0.633588
4466.333000,-1.656489,-2.793893,0.236641
4466.345000,-0.984733,-2.236641,0.610687
4466.356000,-1.839695,-0.954198,0.412214
4466.368000,-2.503817,0.129771,0.160305
4466.413000,-3.053435,1.511450,0.030534
4466.425000,-2.954198,-0.549618,0.106870
4466.436000,-2.083969,-1.381679,-0.045802
4466.447000,-1.969466,-1.923664,0.335878
4466.459000,-1.717557,-2.465649,0.938931
4466.470000,-1.763359,-2.809160,0.496183
4466.481000,-2.297710,-2.099237,0.030534
4466.491000,-2.832061,0.557252,-0.045802
4466.502000,-3.320611,1.328244,0.145038
4466.514000,-3.351145,1.564886,-0.282443
4466.525000,-3.458015,0.870229,-0.503817
4466.536000,-2.893130,0.740458,0.244275
4466.548000,-2.427481,1.213740,0.526718
4466.559000,-2.694656,-0.221374,0.213740
4466.570000,-2.152672,-1.190840,0.358779
4466.581000,-1.618321,-2.709924,0.519084
4466.593000,-1.984733,-2.480916,0.221374
4466.604000,-2.419847,-2.022901,0.160305
4466.615000,-2.633588,0.328244,0.358779
4466.627000,-2.740458,0.893130,0.167939
4466.638000,-3.290076,1.145038,-0.374046
4466.649000,-3.396947,1.748092,-0.076336
4466.661000,-2.900763,1.198473,0.045802
4466.672000,-3.267176,-0.312977,-0.145038
4466.683000,-2.717557,-0.671756,-0.221374
4466.697000,-2.290076,-2.496183,-0.129771
4466.709000,-2.022901,-1.763359,0.526718
4466.720000,-1.740458,-0.931298,0.900763
4466.730000,-2.213740,-1.267176,0.511450
4466.741000,-2.206107,-0.961832,0.480916
4466.752000,-3.320611,-0.236641,-0.366412
4466.764000,-2.740458,1.198473,0.167939
4466.774000,-3.290076,2.145038,0.351145
4466.785000,-3.190840,0.893130,-0.244275
4466.797000,-3.725191,-1.213740,-0.900763
4466.808000,-2.145038,0.832061,0.557252
4466.819000,-3.030534,-1.862595,0.145038
4466.831000,-1.702290,-0.229008,0.328244
4466.841000,-2.427481,-2.740458,0.137405
4466.852000,-1.946565,-1.458015,0.519084
4466.863000,-2.244275,-0.419847,0.419847
4466.875000,-2.610687,-0.068702,-0.137405
4466.886000,-2.969466,1.564886,0.290076
4466.898000,-3.274809,1.778626,0.076336
4466.909000,-2.946565,1.145038,0.267176
4466.920000,-3.213740,-0.236641,-0.335878
4466.931000,-2.343511,-0.267176,0.175573
4466.942000,-2.198473,-0.534351,0.748092
4466.954000,-2.152672,-1.236641,0.160305
4466.965000,-2.137405,-1.702290,0.114504
4466.979000,-2.183206,-0.961832,0.396947
4466.991000,-2.320611,-0.259542,0.427481
4467.002000,-2.519084,0.885496,0.160305
4467.013000,-3.076336,0.145038,-0.038168
4467.024000,-3.473282,0.732824,-0.251908
4467.036000,-3.083969,1.190840,0.076336
4467.047000,-2.992366,0.557252,0.000000
4467.057000,-2.969466,0.122137,-0.244275
4467.069000,-2.305344,-0.992366,0.587786
4467.080000,-2.160305,-1.343511,0.267176
4467.091000,-2.687023,-1.595420,0.068702
4467.103000,-2.404580,-0.030534,0.320611
4467.114000,-2.221374,0.038168,0.389313
4467.124000,-2.549618,-0.480916,0.236641
4467.135000,-2.916031,0.488550,0.213740
4467.147000,-3.114504,0.419847,-0.419847
4467.158000,-2.877863,1.442748,0.244275
4467.169000,-2.618321,1.000000,0.374046
4467.180000,-3.068702,0.465649,0.251908
4467.191000,-2.809160,-0.992366,-0.534351
4467.202000,-2.610687,-1.343511,-0.007634
4467.213000,-1.961832,-0.801527,0.458015
4467.225000,-2.564885,-1.458015,-0.374046
4467.236000,-2.076336,-0.732824,0.030534
4467.247000,-2.839695,-0.580153,0.137405
4467.261000,-2.709924,0.908397,0.312977
4467.274000,-2.541985,0.297710,0.114504
4467.285000,-2.961832,0.206107,-0.114504
4467.296000,-3.015267,0.534351,0.206107
4467.307000,-2.244275,-0.160305,0.519084
4467.318000,-2.725191,0.160305,0.061069
4467.329000,-2.671756,0.290076,0.122137
4467.340000,-3.106870,-1.229008,-0.374046
4467.351000,-2.389313,-0.374046,0.595420
4467.362000,-2.549618,-0.931298,0.251908
4467.374000,-2.167939,-0.396947,0.480916
4467.385000,-2.366412,0.030534,0.427481
4467.396000,-2.763359,0.045802,0.312977
4467.408000,-2.366412,-1.984733,0.030534
4467.419000,-3.000000,-0.854962,-0.053435
4467.430000,-2.213740,0.916031,0.091603
4467.441000,-2.526718,1.038168,0.931298
4467.452000,-3.442748,-0.251908,-0.290076
4467.463000,-3.465649,0.229008,-0.236641
4467.474000,-2.755725,1.038168,0.175573
4467.485000,-2.839695,0.732824,0.244275
4467.496000,-2.633588,-0.877863,-0.022901
4467.508000,-2.633588,-0.503817,0.389313
4467.519000,-1.786260,-2.229008,0.938931
4467.530000,-2.129771,-3.030534,0.259542
4467.575000,-3.442748,2.496183,-0.358779
4467.587000,-3.442748,1.709924,-0.259542
4467.598000,-3.541985,0.916031,-0.076336
4467.610000,-3.000000,-0.450382,-0.366412
4467.620000,-2.412214,-0.717557,-0.015267
4467.631000,-2.015267,-2.694656,0.503817
4467.642000,-1.541985,-2.893130,0.931298
4467.654000,-1.633588,-3.099237,0.580153
4467.665000,-1.900763,-1.862595,0.221374
4467.676000,-2.778626,0.900763,0.160305
4467.694000,-3.442748,2.503817,-0.328244
4467.705000,-3.908397,2.740458,-0.206107
4467.716000,-3.778626,2.099237,-0.305344
4467.727000,-3.450382,0.793893,-0.190840
4467.738000,-2.740458,-1.267176,-0.206107
4467.750000,-1.801527,-1.916030,0.511450
4467.761000,-1.381679,-2.282443,0.938931
4467.772000,-1.641221,-3.244275,0.519084
4467.783000,-2.511450,-2.190840,0.122137
4467.794000,-2.236641,-0.145038,0.320611
4467.805000,-3.229008,1.946565,0.534351
4467.817000,-3.824427,2.419847,-0.755725
4467.828000,-4.206106,2.427481,-0.732824
4467.839000,-3.030534,1.328244,0.106870
4467.851000,-2.503817,-0.977099,0.152672
4467.865000,-1.984733,-1.343511,0.374046
4467.877000,-1.709924,-2.465649,0.427481
4467.889000,-1.709924,-3.099237,0.557252
4467.900000,-2.045802,-2.664122,0.687023
4467.911000,-2.450382,-0.396947,-0.091603
4467.923000,-2.763359,1.564886,-0.122137
4467.934000,-3.274809,2.503817,0.106870
4467.945000,-3.961832,2.244275,-0.274809
4467.957000,-3.755725,0.732824,-0.267176
4467.968000,-3.488550,0.183206,-0.160305
4467.979000,-2.221374,-0.671756,0.419847
4467.990000,-2.305344,-1.778626,0.076336
4468.000000,-2.198473,-3.083969,0.106870
4468.011000,-1.534351,-2.496183,0.496183
4468.022000,-2.251908,-0.824427,0.732824
4468.034000,-2.557252,-0.541985,0.091603
4468.045000,-2.923664,0.511450,-0.038168
4468.056000,-2.984733,2.305344,0.076336
4468.067000,-3.603053,0.893130,0.022901
4468.079000,-3.343511,1.053435,-0.259542
4468.090000,-2.977099,0.229008,0.290076
4468.101000,-2.007634,-0.755725,0.671756
4468.113000,-1.854962,-1.145038,0.106870
4468.124000,-2.259542,-1.778626,0.229008
4468.135000,-2.137405,-2.389313,0.381679
4468.149000,-2.557252,-0.374046,0.587786
4468.162000,-2.908397,0.366412,0.137405
4468.173000,-3.114504,0.793893,-0.282443
4468.184000,-3.519084,1.351145,-0.190840
4468.195000,-3.000000,1.129771,0.129771
4468.206000,-2.595420,0.938931,0.000000
4468.216000,-2.816794,-0.442748,-0.351145
4468.227000,-3.000000,-2.251908,-0.404580
4468.238000,-2.160305,-1.564886,0.190840
4468.249000,-1.854962,-0.282443,0.854962
4468.261000,-2.419847,-1.045802,0.343511
4468.272000,-2.786260,-0.755725,-0.259542
4468.283000,-2.763359,-0.236641,0.465649
4468.294000,-2.709924,0.603053,0.221374
4468.305000,-2.862595,1.099237,0.198473
4468.317000,-3.290076,0.732824,-0.022901
4468.328000,-2.458015,1.091603,0.526718
4468.339000,-2.793893,-0.648855,-0.137405
4468.351000,-2.770992,-1.770992,-0.282443
4468.362000,-2.045802,-1.236641,0.229008
4468.373000,-1.641221,0.137405,0.763359
4468.384000,-2.702290,-0.450382,0.183206
4468.394000,-2.770992,-0.198473,-0.396947
4468.405000,-3.229008,0.160305,-0.404580
4468.417000,-3.030534,1.083970,0.068702
4468.430000,-3.633588,0.213740,-0.442748
4468.442000,-2.702290,0.396947,0.312977
4468.452000,-2.236641,-0.366412,0.496183
4468.463000,-2.183206,-1.480916,0.297710
4468.474000,-3.221374,-2.473282,-0.580153
4468.485000,-1.809160,-0.992366,0.251908
4468.496000,-2.183206,0.167939,0.854962
4468.507000,-2.473282,0.290076,-0.045802
4468.519000,-3.274809,0.900763,-0.450382
4468.530000,-3.267176,1.030534,0.366412
4468.541000,-3.137405,0.496183,-0.091603
4468.553000,-3.015267,0.190840,-0.290076
4468.564000,-2.297710,-0.045802,0.671756
4468.575000,-2.671756,-0.763359,0.557252
4468.586000,-2.122137,-2.000000,0.305344
4468.597000,-2.206107,-2.847328,0.022901
4468.608000,-2.396947,-1.114504,0.755725
4468.619000,-2.114504,0.335878,0.580153
4468.630000,-2.809160,0.343511,-0.221374
4468.641000,-3.488550,0.786260,-0.427481
4468.653000,-3.122137,1.351145,0.152672
4468.664000,-3.389313,0.648855,-0.061069
4468.675000,-3.305344,0.595420,-0.801527
4468.687000,-2.595420,-0.183206,0.404580
4468.697000,-2.328244,-1.679389,-0.129771
4468.745000,-2.725191,-1.351145,-0.145038
4468.757000,-3.183206,0.305344,0.137405
4468.768000,-3.091603,1.732824,0.175573
4468.780000,-3.129771,1.381679,-0.083969
4468.790000,-3.328244,0.809160,-0.091603
4468.801000,-2.862595,-0.404580,0.045802
4468.812000,-2.129771,-0.557252,0.664122
4468.823000,-2.648855,-1.167939,0.099237
4468.834000,-1.854962,-1.236641,0.465649
4468.846000,-2.007634,-1.328244,0.641221
4468.856000,-2.152672,-1.137405,0.862595
4468.867000,-2.213740,-0.847328,0.007634
4468.878000,-3.198473,0.465649,-0.480916
4468.889000,-3.175573,1.458015,-0.091603
4468.901000,-3.076336,1.221374,0.251908
4468.912000,-3.755725,0.366412,-0.297710
4468.923000,-2.618321,-0.267176,-0.160305
4468.934000,-2.450382,0.122137,0.312977
4468.945000,-2.251908,-0.274809,0.625954
4468.957000,-2.099237,-1.068702,0.305344
4468.968000,-2.145038,-1.618321,0.175573
4468.979000,-2.007634,-1.145038,0.541985
4468.991000,-2.297710,-0.984733,0.022901
4469.002000,-2.664122,0.557252,0.091603
4469.016000,-3.122137,-0.335878,-0.396947
4469.027000,-2.679389,1.106870,-0.015267
4469.038000,-2.488550,1.656489,0.290076
4469.050000,-3.053435,-0.236641,-0.099237
4469.061000,-2.801527,-1.351145,0.022901
4469.072000,-2.374046,-1.206107,0.404580
4469.083000,-1.770992,-0.908397,0.717557
4469.095000,-1.969466,-0.824427,0.335878
4469.106000,-2.450382,-0.198473,0.236641
4469.117000,-2.442748,-0.129771,0.381679
4469.128000,-2.610687,0.236641,-0.099237
4469.139000,-3.267176,-0.038168,-0.412214
4469.151000,-2.587786,0.404580,-0.015267
4469.162000,-2.282443,1.083970,0.763359
4469.174000,-2.847328,-0.251908,-0.022901
4469.185000,-2.564885,-0.351145,-0.328244
4469.197000,-2.641221,-0.664122,0.259542
4469.208000,-2.511450,-1.832061,0.175573
4469.219000,-2.732824,-1.564886,-0.137405
4469.231000,-2.267176,-0.389313,0.526718
4469.242000,-2.740458,-0.076336,0.061069
4469.253000,-2.435115,1.106870,0.015267
4469.265000,-2.908397,1.152672,0.007634
4469.276000,-2.954198,0.229008,-0.083969
4469.287000,-3.038168,-0.396947,-0.229008
4469.301000,-2.732824,-0.809160,-0.129771
4469.313000,-2.343511,-1.236641,0.160305
4469.325000,-2.396947,-1.564886,0.549618
4469.336000,-2.618321,-2.083969,0.198473
4469.347000,-2.312977,-0.885496,-0.061069
4469.358000,-2.412214,0.022901,0.274809
4469.370000,-2.984733,0.290076,0.259542
4469.381000,-3.015267,0.244275,0.030534
4469.392000,-3.175573,0.511450,-0.190840
4469.403000,-2.786260,1.007634,0.106870
4469.415000,-2.885496,0.610687,0.290076
4469.426000,-2.740458,0.068702,0.396947
4469.437000,-2.687023,-0.526718,0.068702
4469.448000,-2.931298,-1.137405,0.083969
4469.460000,-2.183206,-1.381679,0.068702
4469.470000,-2.503817,-0.725191,0.198473
4469.481000,-2.931298,0.374046,0.183206
4469.493000,-2.778626,0.183206,0.145038
4469.504000,-3.244275,-1.015267,-0.137405
4469.515000,-3.190840,-0.572519,-0.083969
4469.527000,-2.641221,0.381679,0.534351
4469.538000,-2.404580,0.091603,-0.015267
4469.549000,-2.381679,-0.305344,0.145038
4469.560000,-2.923664,-0.511450,0.297710
4469.571000,-2.320611,-0.885496,0.564886
4469.585000,-2.488550,-0.167939,0.595420
4469.598000,-3.251908,-0.725191,-0.106870
4469.609000,-2.801527,-0.297710,-0.374046
4469.620000,-2.343511,-0.389313,0.412214
4469.631000,-2.351145,-0.114504,0.458015
4469.643000,-2.977099,-0.305344,-0.274809
4469.654000,-1.877863,0.328244,0.671756
4469.666000,-2.694656,-0.671756,-0.038168
4469.677000,-2.671756,-0.847328,0.190840
4469.688000,-2.603053,-0.412214,0.396947
4469.699000,-2.740458,0.458015,0.259542
4469.710000,-2.679389,0.900763,0.129771
4469.721000,-2.702290,0.320611,-0.106870
4469.732000,-2.633588,-1.267176,-0.549618
4469.743000,-1.740458,-0.702290,0.740458
4469.755000,-2.809160,-1.068702,0.351145
4469.766000,-2.396947,-0.954198,-0.152672
4469.777000,-2.389313,-0.106870,-0.053435
4469.788000,-2.473282,-0.106870,0.580153
4469.799000,-2.526718,-0.412214,0.412214
4469.811000,-3.290076,0.549618,-0.526718
4469.822000,-3.015267,1.091603,0.091603
4469.833000,-2.992366,1.068702,0.335878
4469.845000,-2.549618,-0.007634,0.229008
4469.856000,-2.786260,-0.885496,-0.015267
4469.901000,-2.076336,-0.229008,0.900763
4469.913000,-2.511450,-0.152672,0.007634
4469.924000,-3.580153,-0.045802,-0.152672
4469.936000,-3.404580,0.893130,-0.198473
4469.946000,-3.213740,1.580153,0.198473
4469.957000,-2.641221,0.488550,-0.267176
4469.969000,-2.412214,0.137405,0.312977
4469.980000,-1.908397,-0.648855,0.916031
4469.991000,-2.114504,-1.374046,0.503817
4470.003000,-2.427481,-2.740458,-0.091603
4470.014000,-2.206107,-1.786260,0.435114
4470.025000,-2.045802,0.190840,0.687023
4470.037000,-3.267176,0.519084,-0.374046
4470.048000,-3.152672,1.091603,-0.114504
4470.060000,-3.519084,1.427481,-0.083969
4470.070000,-3.259542,0.656489,-0.007634
4470.081000,-2.854962,1.519084,0.083969
4470.092000,-2.625954,0.053435,0.061069
4470.104000,-2.366412,-0.740458,0.587786
4470.114000,-1.656489,-2.076336,0.526718
4470.125000,-2.007634,-2.091603,0.671756
4470.136000,-2.106870,-1.381679,0.274809
4470.148000,-1.969466,-0.396947,0.656489
4470.159000,-2.343511,0.015267,0.198473
4470.171000,-3.809160,0.625954,-0.251908
4470.185000,-3.641221,1.694656,-0.725191
4470.197000,-3.458015,2.213740,0.282443
4470.208000,-2.854962,0.328244,0.282443
4470.219000,-2.694656,-1.328244,0.190840
4470.230000,-2.656489,-2.312977,-0.114504
4470.241000,-1.954198,-1.473282,0.496183
4470.252000,-2.015267,-1.465649,0.557252
4470.263000,-1.648855,-1.770992,0.580153
4470.274000,-2.549618,-1.877863,-0.061069
4470.285000,-2.824427,0.595420,-0.045802
4470.296000,-3.022901,2.099237,0.190840
4470.307000,-3.641221,1.244275,-0.137405
4470.318000,-3.007634,0.435114,-0.007634
4470.329000,-3.267176,-0.343511,-0.106870
4470.341000,-2.267176,0.465649,0.427481
4470.352000,-1.824428,-1.000000,0.473282
4470.363000,-2.496183,-1.244275,0.274809
4470.374000,-2.145038,-1.984733,0.244275
4470.385000,-2.381679,-1.129771,0.320611
4470.397000,-2.664122,-1.221374,0.106870
4470.408000,-2.832061,0.038168,-0.206107
4470.419000,-3.038168,1.625954,0.328244
4470.430000,-2.778626,0.358779,0.412214
4470.441000,-2.587786,-0.183206,0.396947
4470.452000,-3.000000,0.259542,-0.267176
4470.465000,-2.923664,-0.022901,0.175573
4470.477000,-2.167939,-0.908397,0.335878
4470.489000,-2.648855,-0.816794,-0.328244
4470.500000,-2.053435,-0.480916,0.396947
4470.511000,-2.778626,-0.618321,0.244275
4470.530000,-3.190840,0.236641,-0.045802
4470.541000,-2.870229,-1.061069,-0.221374
4470.552000,-2.694656,-0.671756,-0.045802
4470.563000,-2.572519,-0.587786,0.465649
4470.575000,-2.610687,-0.603053,0.114504
4470.586000,-2.450382,-0.045802,0.175573
4470.598000,-2.732824,0.854962,0.778626
4470.609000,-2.625954,-0.030534,-0.137405
4470.620000,-2.816794,-0.213740,-0.015267
4470.631000,-2.954198,0.335878,0.229008
4470.642000,-2.748092,1.473282,0.427481
4470.653000,-2.648855,-0.458015,0.122137
4470.665000,-2.793893,-1.167939,-0.381679
4470.676000,-2.152672,-1.419847,0.763359
4470.687000,-2.763359,-1.358779,0.450382
4470.699000,-2.519084,-1.198473,-0.137405
4470.710000,-2.923664,0.022901,0.183206
4470.721000,-2.572519,0.419847,0.335878
4470.733000,-3.297710,0.610687,-0.343511
4470.743000,-3.267176,0.229008,-0.480916
4470.758000,-3.374046,0.748092,0.160305
4470.769000,-3.480916,0.190840,-0.114504
4470.780000,-2.748092,-0.290076,0.381679
4470.791000,-2.671756,-1.267176,0.152672
4470.803000,-2.175573,-1.526718,-0.045802
4470.814000,-1.900763,-0.343511,0.748092
4470.825000,-1.893130,-1.496183,0.328244
4470.836000,-2.488550,-1.419847,0.175573
4470.847000,-2.519084,-0.572519,-0.183206
4470.858000,-2.419847,0.526718,0.312977
4470.869000,-2.641221,1.801527,0.755725
4470.880000,-3.076336,1.083970,-0.015267
4470.891000,-3.541985,-0.328244,-0.748092
4470.902000,-2.801527,-0.061069,0.129771
4470.914000,-2.396947,0.083969,0.480916
4470.925000,-2.480916,-1.030534,0.282443
4470.936000,-2.534351,-1.717557,0.274809
4470.948000,-2.099237,-1.755725,0.435114
4470.959000,-2.015267,-1.748092,0.175573
4470.970000,-2.511450,-0.603053,0.122137
4470.981000,-2.824427,0.969466,0.183206
4470.993000,-2.770992,1.022901,0.458015
4471.004000,-2.885496,0.862595,-0.183206
4471.016000,-3.175573,0.633588,-0.137405
4471.027000,-2.763359,0.328244,0.335878
4471.071000,-1.664122,-0.687023,0.877863
4471.083000,-2.908397,-2.236641,0.129771
4471.095000,-2.786260,-0.244275,-0.015267
4471.106000,-2.832061,0.183206,0.229008
4471.117000,-3.183206,1.488550,-0.419847
4471.129000,-3.083969,1.419847,0.022901
4471.140000,-3.259542,0.091603,0.152672
4471.151000,-1.763359,0.343511,0.603053
4471.162000,-3.213740,-3.625954,-0.335878
4471.174000,-1.045802,-1.770992,0.648855
4471.185000,-2.007634,-0.541985,0.641221
4471.197000,-2.503817,-0.007634,0.038168
4471.208000,-3.038168,1.129771,-0.038168
4471.219000,-3.213740,0.977099,-0.114504
4471.230000,-3.580153,0.786260,-0.267176
4471.241000,-3.221374,0.679389,-0.419847
4471.253000,-2.519084,-0.114504,0.259542
4471.264000,-2.221374,-0.954198,0.809160
4471.275000,-1.870229,-2.160305,0.259542
4471.286000,-2.427481,-2.557252,0.007634
4471.297000,-1.816794,-1.038168,0.343511
4471.308000,-2.450382,0.396947,0.564886
4471.319000,-3.557252,1.045802,0.099237
4471.330000,-3.839695,0.687023,-0.496183
4471.341000,-3.770992,1.305344,-0.519084
4471.354000,-3.221374,0.755725,-0.122137
4471.365000,-3.656489,-0.305344,-0.877863
4471.376000,-2.503817,-0.213740,-0.007634
4471.387000,-1.694656,-0.916031,0.732824
4471.399000,-1.931298,-2.511450,0.290076
4471.410000,-1.969466,-2.251908,0.053435
4471.421000,-2.175573,-1.427481,0.534351
4471.433000,-2.763359,0.114504,0.297710
4471.444000,-3.587786,1.770992,-0.404580
4471.455000,-2.984733,1.633588,0.358779
4471.466000,-3.175573,0.290076,0.274809
4471.477000,-2.740458,-0.190840,0.015267
4471.488000,-2.725191,-0.473282,-0.129771
4471.499000,-2.633588,-0.167939,0.137405
4471.510000,-2.343511,-0.519084,0.694656
4471.521000,-2.312977,-1.832061,0.068702
4471.533000,-2.458015,-2.000000,-0.244275
4471.543000,-2.206107,-0.992366,0.114504
4471.555000,-1.587786,0.671756,0.916031
4471.566000,-3.687023,-1.496183,-0.198473
4471.577000,-3.221374,1.641221,-0.412214
4471.588000,-4.236642,1.793893,-0.557252
4471.599000,-3.358779,1.595420,-0.236641
4471.611000,-2.480916,-0.908397,-0.137405
4471.622000,-2.656489,-1.122137,0.068702
4471.636000,-0.977099,-3.297710,0.832061
4471.647000,-1.809160,-3.007634,0.633588
4471.658000,-2.160305,-1.244275,0.358779
4471.669000,-2.412214,0.633588,0.274809
4471.680000,-3.343511,1.114504,-0.297710
4471.690000,-3.618321,1.595420,-0.587786
4471.701000,-3.519084,1.961832,-0.358779
4471.712000,-3.251908,1.404580,0.083969
4471.723000,-2.709924,0.015267,-0.015267
4471.735000,-2.564885,-0.801527,-0.366412
4471.746000,-2.480916,-0.961832,0.442748
4471.758000,-1.099237,-2.145038,1.366412
4471.769000,-1.465649,-3.229008,0.717557
4471.780000,-2.274809,-2.450382,0.007634
4471.791000,-2.335878,-1.053435,0.465649
4471.802000,-2.816794,1.480916,0.465649
4471.813000,-3.412214,2.541985,-0.213740
4471.825000,-4.236642,1.633588,-0.854962
4471.836000,-2.893130,0.946565,0.068702
4471.847000,-3.030534,-0.145038,-0.030534
4471.859000,-2.366412,-1.068702,0.099237
4471.870000,-2.282443,-1.595420,0.458015
4471.881000,-1.465649,-1.900763,0.778626
4471.893000,-2.274809,-1.519084,0.297710
4471.904000,-2.587786,-0.770992,0.305344
4471.918000,-3.244275,0.282443,0.122137
4471.930000,-2.931298,2.091603,0.190840
4471.941000,-3.274809,1.618321,0.114504
4471.952000,-3.358779,-0.938931,-0.389313
4471.963000,-2.030534,-0.297710,0.503817
4471.974000,-2.755725,0.007634,0.526718
4471.985000,-2.106870,-1.030534,0.534351
4471.996000,-2.320611,-1.633588,0.083969
4472.007000,-2.755725,-1.389313,-0.297710
4472.018000,-2.480916,0.213740,0.396947
4472.029000,-2.435115,0.587786,0.717557
4472.040000,-3.053435,0.595420,0.129771
4472.051000,-3.526718,-0.702290,-0.419847
4472.063000,-2.526718,-0.206107,0.320611
4472.074000,-3.503817,-0.030534,0.061069
4472.085000,-2.755725,-0.427481,0.259542
4472.096000,-2.870229,0.122137,0.358779
4472.108000,-2.022901,-0.114504,0.549618
4472.119000,-1.877863,-1.312977,0.290076
4472.130000,-3.488550,-1.748092,-0.664122
4472.141000,-1.603053,2.137405,0.862595
4472.153000,-3.458015,-0.396947,-0.312977
4472.164000,-3.763359,-0.343511,-1.076336
4472.176000,-2.137405,1.396947,-0.183206
4472.187000,-3.320611,-0.595420,-0.480916
4472.232000,-2.137405,0.435114,0.000000
4472.244000,-3.633588,-0.557252,-0.068702
4472.255000,-2.992366,0.145038,-0.137405
4472.266000,-2.610687,-0.236641,0.267176
4472.277000,-2.419847,1.389313,0.442748
4472.288000,-2.435115,0.511450,0.160305
4472.300000,-2.633588,-0.503817,0.206107
4472.311000,-2.633588,-1.381679,0.480916
4472.322000,-2.274809,-1.137405,0.213740
4472.333000,-2.549618,-1.137405,0.206107
4472.345000,-1.511450,0.541985,0.916031
4472.356000,-2.870229,0.221374,-0.061069
4472.368000,-2.763359,0.160305,0.198473
4472.379000,-3.145038,0.427481,0.419847
4472.390000,-3.450382,0.022901,-0.320611
4472.401000,-3.061069,-0.083969,-0.358779
4472.413000,-3.320611,-0.030534,0.007634
4472.424000,-1.702290,1.053435,1.282443
4472.434000,-2.603053,-0.541985,0.206107
4472.446000,-2.541985,-0.938931,-0.412214
4472.457000,-2.610687,-0.259542,0.267176
4472.468000,-2.198473,-0.969466,1.671756
4472.480000,-0.984733,2.320611,1.557252
4472.491000,-4.160306,-0.328244,0.038168
4472.502000,-1.068702,-0.145038,1.068702
4472.516000,-2.717557,-0.580153,0.160305
4472.528000,-1.816794,-0.068702,0.366412
4472.540000,-2.030534,-1.190840,0.274809
4472.551000,-2.610687,-1.076336,0.557252
4472.562000,-2.053435,-0.236641,0.679389
4472.573000,-3.290076,-0.580153,-0.129771
4472.585000,-2.320611,0.984733,0.137405
4472.596000,-1.916030,0.572519,1.106870
4472.608000,-2.664122,-0.206107,0.221374
4472.619000,-2.549618,-0.923664,0.083969
4472.630000,-2.564885,-0.061069,0.587786
4472.641000,-2.519084,0.496183,0.694656
4472.653000,-2.412214,-0.610687,0.038168
4472.664000,-2.969466,-0.396947,0.198473
4472.675000,-1.938931,-0.786260,0.488550
4472.687000,-2.374046,-0.793893,0.167939
4472.698000,-2.778626,-0.564886,-0.190840
