t,gx,gy,gz
4472.710000,-2.732824,0.000000,0.419847
4472.720000,-3.030534,0.854962,0.343511
4472.731000,-2.870229,0.809160,0.320611
4472.742000,-2.519084,-0.648855,0.053435
4472.753000,-2.862595,-0.648855,0.221374
4472.765000,-2.343511,-0.229008,0.229008
4472.776000,-2.282443,-0.770992,0.328244
4472.788000,-2.488550,-0.488550,0.717557
4472.802000,-2.389313,0.358779,-0.213740
4472.813000,-2.618321,0.923664,0.809160
4472.824000,-2.763359,-0.015267,0.244275
4472.836000,-2.786260,-1.068702,-0.312977
4472.847000,-2.664122,-0.519084,0.572519
4472.858000,-2.305344,0.053435,0.282443
4472.869000,-2.984733,-0.122137,-0.167939
4472.881000,-2.366412,0.068702,0.297710
4472.892000,-4.106870,-0.618321,-0.458015
4472.903000,-1.824428,1.129771,-0.725191
4472.914000,-6.717558,-3.068702,-2.893130
4472.925000,-0.114504,3.473282,0.190840
4472.936000,-4.389313,-1.480916,-1.351145
4472.947000,-0.916031,-0.412214,0.641221
4472.958000,-2.877863,-2.396947,-0.068702
4472.969000,-2.137405,-0.450382,-0.198473
4472.980000,-2.488550,0.358779,0.335878
4472.991000,-2.519084,-0.603053,0.465649
4473.002000,-2.282443,0.335878,0.114504
4473.013000,-3.206107,-0.900763,0.045802
4473.025000,-2.427481,-1.007634,1.259542
4473.036000,-2.854962,1.351145,-0.473282
4473.047000,-3.641221,0.923664,-0.236641
4473.059000,-3.343511,0.381679,-0.442748
4473.070000,-2.732824,0.534351,0.526718
4473.084000,-2.145038,-0.503817,0.862595
4473.096000,-1.786260,-1.450382,0.404580
4473.108000,-2.496183,-2.541985,0.007634
4473.118000,-2.083969,-1.625954,0.396947
4473.129000,-1.946565,-0.122137,0.877863
4473.140000,-1.908397,1.229008,0.511450
4473.151000,-2.923664,0.175573,0.244275
4473.163000,-2.641221,-0.198473,-0.167939
4473.174000,-3.015267,-0.213740,0.015267
4473.185000,-2.694656,0.893130,0.152672
4473.197000,-2.595420,-0.396947,0.221374
4473.207000,-2.450382,-0.175573,0.305344
4473.219000,-1.938931,-0.954198,0.480916
4473.230000,-2.694656,-2.381679,-0.229008
4473.241000,-2.038168,-1.160305,0.145038
4473.252000,-2.633588,0.274809,0.435114
4473.263000,-2.908397,0.030534,0.183206
4473.274000,-2.732824,-0.290076,-0.106870
4473.285000,-3.206107,-0.633588,-0.251908
4473.297000,-2.938931,0.519084,0.641221
4473.307000,-2.290076,0.511450,0.557252
4473.318000,-2.809160,-0.381679,0.000000
4473.329000,-2.671756,-0.946565,-0.351145
4473.347000,-2.435115,-0.473282,0.458015
4473.359000,-2.923664,-1.198473,-0.366412
4473.403000,-3.114504,-0.816794,-0.145038
4473.415000,-2.679389,-0.687023,0.282443
4473.426000,-2.175573,-1.312977,0.534351
4473.438000,-2.183206,-0.778626,-0.236641
4473.449000,-2.366412,0.221374,-0.068702
4473.460000,-2.206107,0.977099,1.114504
4473.471000,-3.229008,-0.236641,-0.083969
4473.482000,-2.893130,-1.061069,-0.145038
4473.493000,-2.694656,0.129771,0.320611
4473.505000,-2.732824,0.702290,0.297710
4473.516000,-2.854962,-0.358779,-0.129771
4473.527000,-2.832061,-0.793893,0.106870
4473.539000,-2.404580,-0.412214,0.671756
4473.550000,-1.931298,-0.816794,0.366412
4473.560000,-2.297710,-0.229008,0.404580
4473.570000,-2.564885,-0.358779,0.206107
4473.581000,-2.702290,-1.022901,-0.129771
4473.592000,-2.503817,-0.312977,0.267176
4473.603000,-2.557252,0.801527,0.687023
4473.614000,-2.778626,0.427481,0.282443
4473.625000,-2.572519,-0.297710,0.442748
4473.636000,-2.854962,-0.694656,-0.038168
4473.648000,-2.099237,-0.442748,0.404580
4473.659000,-2.427481,-0.664122,0.206107
4473.670000,-2.404580,-0.137405,0.129771
4473.683000,-2.458015,-0.503817,0.267176
4473.696000,-2.549618,0.503817,0.236641
4473.707000,-2.343511,0.725191,0.572519
4473.718000,-3.045802,-0.488550,-0.290076
4473.729000,-3.419847,-0.732824,-0.076336
4473.740000,-3.251908,0.862595,0.274809
4473.751000,-2.770992,1.183206,0.427481
4473.763000,-3.015267,-0.160305,0.122137
4473.774000,-3.198473,-0.480916,0.007634
4473.785000,-2.801527,-0.839695,0.106870
4473.797000,-1.916030,-0.961832,0.572519
4473.808000,-2.496183,-0.984733,0.053435
4473.819000,-2.549618,-0.206107,0.167939
4473.831000,-2.221374,0.129771,0.648855
4473.842000,-2.793893,0.114504,0.244275
4473.853000,-2.801527,-0.106870,-0.068702
4473.865000,-3.129771,-0.175573,0.106870
4473.876000,-2.442748,-0.488550,-0.076336
4473.888000,-2.465649,-0.190840,-0.007634
4473.898000,-2.732824,0.053435,0.297710
4473.909000,-2.259542,-0.885496,0.488550
4473.920000,-2.374046,-1.473282,0.312977
4473.931000,-2.381679,-0.984733,0.099237
4473.942000,-2.603053,-0.236641,0.282443
4473.953000,-2.893130,1.038168,0.244275
4473.967000,-2.572519,0.809160,0.320611
4473.979000,-2.465649,0.320611,0.312977
4473.991000,-3.076336,0.312977,-0.083969
4474.002000,-2.526718,-0.030534,0.259542
4474.014000,-2.564885,-0.664122,0.374046
4474.025000,-2.564885,-1.236641,0.030534
4474.036000,-2.480916,-0.358779,0.038168
4474.047000,-1.946565,0.297710,0.633588
4474.059000,-2.183206,-0.221374,0.160305
4474.070000,-3.267176,-0.496183,-0.106870
4474.081000,-3.022901,-0.221374,-0.076336
4474.093000,-2.801527,-0.366412,0.358779
4474.104000,-2.610687,0.290076,-0.190840
4474.115000,-3.007634,0.206107,0.229008
4474.127000,-2.725191,0.496183,0.297710
4474.138000,-3.129771,-0.015267,0.351145
4474.150000,-2.984733,-1.145038,0.251908
4474.161000,-2.458015,-0.572519,0.740458
4474.172000,-2.167939,-1.328244,1.007634
4474.183000,-3.099237,0.030534,-0.083969
4474.194000,-2.473282,1.022901,0.007634
4474.205000,-3.389313,-1.603053,0.106870
4474.216000,-0.961832,0.671756,1.328244
4474.227000,-3.458015,-1.610687,-0.282443
4474.238000,-1.320611,-0.175573,0.541985
4474.251000,-2.832061,-1.152672,0.007634
4474.263000,-1.839695,0.908397,0.259542
4474.274000,-2.824427,1.152672,0.885496
4474.285000,-3.053435,0.167939,-0.694656
4474.297000,-3.290076,-0.755725,-0.679389
4474.308000,-2.251908,-0.572519,1.015267
4474.320000,-2.679389,-0.488550,0.366412
4474.331000,-2.381679,0.137405,0.366412
4474.342000,-2.908397,0.045802,0.343511
4474.353000,-1.961832,-1.755725,1.709924
4474.364000,-2.328244,0.664122,0.419847
4474.375000,-2.221374,-1.114504,0.610687
4474.386000,-2.923664,-0.740458,-0.343511
4474.397000,-1.480916,0.778626,0.961832
4474.409000,-3.351145,-1.847328,-0.015267
4474.420000,-2.442748,0.099237,-0.099237
4474.431000,-3.221374,-0.839695,-0.305344
4474.442000,-2.015267,0.206107,0.366412
4474.454000,-3.236641,-0.145038,0.015267
4474.465000,-2.786260,0.045802,-0.198473
4474.476000,-2.526718,-0.893130,0.900763
4474.488000,-2.702290,-0.396947,-0.061069
4474.498000,-3.091603,-0.190840,0.770992
4474.510000,-2.709924,0.580153,-0.267176
4474.521000,-1.786260,1.984733,0.618321
4474.565000,-2.290076,-0.030534,1.129771
4474.577000,-2.633588,1.068702,0.648855
4474.588000,-3.671756,1.740458,-0.954198
4474.600000,-5.076336,-0.519084,-0.641221
4474.610000,-0.343511,4.274810,0.931298
4474.621000,-4.114504,-1.030534,-0.297710
4474.633000,-1.145038,-0.137405,0.862595
4474.644000,-3.129771,-2.022901,0.290076
4474.655000,-1.465649,-0.832061,0.312977
4474.666000,-1.885496,-1.519084,0.557252
4474.677000,-2.610687,-3.045802,-0.458015
4474.688000,-1.740458,0.938931,0.610687
4474.700000,-2.778626,-0.435114,0.198473
4474.710000,-2.862595,0.740458,-0.519084
4474.721000,-4.053436,0.664122,-0.389313
4474.733000,-3.534351,2.709924,0.068702
4474.744000,-2.648855,4.458016,0.328244
4474.755000,-3.015267,1.175572,0.511450
4474.767000,-1.770992,-2.824427,0.427481
4474.778000,-0.183206,-2.847328,1.893130
4474.789000,-1.656489,-4.534352,0.969466
4474.800000,-0.297710,-2.374046,1.274809
4474.811000,-1.969466,-1.053435,0.633588
4474.822000,-2.083969,0.687023,1.030534
4474.833000,-3.541985,1.213740,-0.450382
4474.847000,-4.229008,1.564886,-0.297710
4474.860000,-3.305344,2.099237,-0.290076
4474.871000,-3.946565,0.870229,-0.160305
4474.882000,-2.221374,-0.656489,0.625954
4474.893000,-2.061069,-2.198473,0.389313
4474.904000,-1.893130,-2.526718,0.480916
4474.915000,-1.679389,-3.183206,0.786260
4474.926000,-2.290076,-2.030534,0.259542
4474.937000,-1.916030,-0.679389,0.083969
4474.949000,-3.083969,0.687023,-0.091603
4474.960000,-3.167939,2.755725,0.129771
4474.971000,-3.740458,2.412214,-0.450382
4474.982000,-3.755725,1.083970,-0.274809
4474.993000,-3.305344,0.152672,-0.213740
4475.005000,-2.122137,-0.740458,0.480916
4475.016000,-1.732824,-1.923664,0.519084
4475.027000,-1.648855,-2.167939,0.778626
4475.039000,-1.694656,-1.778626,0.587786
4475.050000,-2.106870,-1.122137,0.259542
4475.060000,-2.572519,-0.083969,0.564886
4475.070000,-3.389313,1.297710,0.167939
4475.080000,-3.610687,0.946565,-0.122137
4475.091000,-3.580153,1.091603,-0.519084
4475.102000,-3.358779,1.770992,0.015267
4475.113000,-2.931298,0.465649,0.610687
4475.127000,-2.229008,-0.488550,0.267176
4475.139000,-1.427481,-1.206107,0.893130
4475.150000,-1.984733,-2.000000,0.244275
4475.160000,-2.480916,-2.259542,0.114504
4475.170000,-1.908397,-0.977099,0.099237
4475.181000,-2.664122,-0.305344,0.267176
4475.192000,-3.061069,0.740458,0.259542
4475.203000,-3.312977,0.526718,-0.038168
4475.214000,-3.137405,1.083970,-0.358779
4475.225000,-2.992366,1.213740,0.099237
4475.237000,-2.083969,0.045802,0.770992
4475.248000,-2.389313,-0.763359,0.251908
4475.259000,-2.755725,-2.183206,-0.244275
4475.271000,-2.183206,-1.931298,0.671756
4475.282000,-2.045802,-1.778626,0.664122
4475.293000,-2.427481,-0.618321,-0.061069
4475.305000,-2.450382,0.870229,0.106870
4475.316000,-3.007634,0.603053,0.801527
4475.327000,-3.526718,-0.351145,-0.335878
4475.338000,-2.977099,0.000000,-0.480916
4475.348000,-3.152672,0.717557,0.038168
4475.360000,-2.557252,0.145038,0.793893
4475.371000,-2.328244,-1.007634,0.343511
4475.382000,-3.030534,-2.374046,-0.083969
4475.393000,-1.725191,-0.519084,0.381679
4475.407000,-3.259542,-1.503817,-0.274809
4475.420000,-2.992366,-0.923664,-0.099237
4475.431000,-3.152672,0.114504,-0.068702
4475.442000,-2.664122,0.557252,0.290076
4475.453000,-2.893130,1.106870,0.007634
4475.464000,-2.832061,-0.076336,-0.038168
4475.476000,-2.816794,-1.251908,-0.061069
4475.487000,-2.320611,-0.480916,0.038168
4475.498000,-1.977099,-1.343511,1.755725
4475.509000,-2.442748,0.519084,-0.122137
4475.521000,-4.366412,0.358779,-0.977099
4475.532000,-0.862595,2.870229,1.015267
4475.543000,-3.870229,-2.633588,-0.442748
4475.554000,-0.893130,-1.809160,0.603053
4475.565000,-3.541985,-1.061069,-0.458015
4475.577000,-1.625954,0.297710,0.511450
4475.588000,-2.442748,0.328244,0.763359
4475.599000,-2.564885,-0.351145,-0.267176
4475.610000,-2.442748,-0.877863,-0.389313
4475.620000,-2.656489,0.755725,0.847328
4475.631000,-3.488550,0.351145,-0.106870
4475.642000,-2.427481,1.664122,0.374046
4475.654000,-4.030534,-0.129771,-0.664122
4475.665000,-2.503817,0.343511,0.106870
4475.676000,-4.068702,-2.083969,-1.244275
4475.723000,-3.923664,-2.068702,-0.618321
4475.735000,-3.175573,0.541985,-0.320611
4475.746000,-3.244275,1.679389,-0.427481
4475.757000,-4.129771,1.045802,-0.946565
4475.768000,-3.267176,2.473282,0.038168
4475.780000,-3.160305,0.167939,0.305344
4475.791000,-2.137405,0.427481,0.190840
4475.802000,-2.832061,-2.442748,-0.145038
4475.813000,-1.122137,-2.412214,0.847328
4475.825000,-1.389313,-2.694656,1.221374
4475.836000,-2.000000,-1.320611,0.335878
4475.847000,-2.725191,-0.580153,-0.038168
4475.858000,-2.900763,0.381679,0.083969
4475.869000,-2.770992,1.366412,-0.167939
4475.880000,-3.839695,2.129771,-0.618321
4475.891000,-3.610687,2.381679,-0.267176
4475.902000,-3.221374,0.839695,0.167939
4475.913000,-2.702290,-0.900763,0.145038
4475.924000,-2.076336,-2.580153,0.435114
4475.935000,-1.916030,-1.587786,0.374046
4475.946000,-1.519084,-1.954198,0.473282
4475.957000,-1.938931,-1.572519,0.549618
4475.968000,-2.274809,-1.458015,0.198473
4475.979000,-3.244275,0.648855,-0.305344
4475.990000,-3.450382,2.053435,-0.244275
4476.004000,-3.297710,1.412214,-0.534351
4476.015000,-3.229008,1.412214,-0.015267
4476.027000,-2.664122,1.183206,0.541985
4476.038000,-2.503817,-0.755725,0.312977
4476.050000,-2.534351,-1.717557,-0.015267
4476.061000,-2.129771,-2.091603,0.679389
4476.072000,-2.129771,-1.587786,0.320611
4476.083000,-2.167939,-1.732824,0.129771
4476.095000,-1.984733,0.854962,0.427481
4476.106000,-3.045802,-0.198473,0.122137
4476.117000,-2.664122,-0.648855,0.007634
4476.127000,-3.244275,0.587786,-0.473282
4476.138000,-3.633588,1.778626,0.282443
4476.149000,-3.114504,1.465649,0.229008
4476.161000,-3.160305,-0.328244,0.137405
4476.172000,-2.877863,-1.083970,-0.091603
4476.184000,-1.885496,-1.923664,0.442748
4476.202000,-2.396947,-2.496183,-0.053435
4476.213000,-1.984733,-0.862595,0.816794
4476.225000,-2.511450,0.396947,0.213740
4476.236000,-2.984733,0.328244,-0.183206
4476.248000,-2.748092,1.488550,0.145038
4476.259000,-4.076336,0.419847,-0.412214
4476.270000,-3.625954,0.274809,-0.450382
4476.281000,-3.099237,0.816794,0.374046
4476.295000,-2.687023,-1.419847,-0.572519
4476.308000,-1.648855,-1.793893,0.572519
4476.319000,-2.343511,-2.610687,0.229008
4476.330000,-1.916030,-1.129771,0.465649
4476.341000,-2.694656,-0.053435,0.229008
4476.353000,-2.503817,-0.022901,0.229008
4476.364000,-3.229008,0.488550,-0.221374
4476.375000,-2.992366,1.320611,-0.206107
4476.386000,-3.099237,1.206107,-0.045802
4476.398000,-3.206107,1.022901,-0.099237
4476.409000,-2.900763,0.603053,0.137405
4476.421000,-2.198473,-0.206107,0.748092
4476.432000,-2.190840,-1.404580,0.366412
4476.443000,-2.534351,-2.595420,-0.396947
4476.454000,-1.984733,-1.488550,0.427481
4476.465000,-2.221374,0.244275,0.671756
4476.477000,-2.679389,0.442748,0.503817
4476.488000,-3.488550,0.229008,-0.358779
4476.499000,-3.015267,0.641221,0.183206
4476.510000,-2.801527,0.992366,-0.061069
4476.521000,-2.587786,1.198473,0.312977
4476.532000,-2.366412,0.312977,0.412214
4476.544000,-2.801527,-0.992366,0.473282
4476.555000,-2.183206,-1.442748,0.213740
4476.566000,-2.557252,-1.938931,-0.007634
4476.580000,-2.610687,-1.381679,0.267176
4476.591000,-2.687023,-1.389313,0.022901
4476.602000,-2.190840,-0.114504,0.366412
4476.613000,-2.748092,0.786260,0.229008
4476.624000,-2.931298,0.221374,0.206107
4476.635000,-2.832061,0.251908,-0.038168
4476.647000,-3.068702,-0.458015,-0.137405
4476.658000,-2.625954,0.396947,0.541985
4476.669000,-2.549618,-0.877863,0.412214
4476.681000,-2.335878,-0.374046,0.213740
4476.692000,-1.526718,-0.671756,0.755725
4476.704000,-2.450382,-0.389313,0.267176
4476.715000,-2.732824,-1.213740,-0.320611
4476.726000,-2.587786,-0.442748,0.442748
4476.738000,-2.374046,0.091603,0.496183
4476.749000,-2.847328,0.725191,0.183206
4476.760000,-3.053435,0.305344,0.725191
4476.771000,-3.213740,-0.190840,-0.297710
4476.783000,-2.267176,-0.251908,0.129771
4476.794000,-3.175573,-1.076336,0.000000
4476.805000,-2.328244,-0.251908,0.625954
4476.816000,-2.389313,0.312977,0.335878
4476.827000,-2.778626,-0.992366,0.412214
4476.839000,-2.183206,-1.603053,0.145038
4476.850000,-2.587786,0.007634,0.305344
4476.897000,-2.893130,-0.320611,0.038168
4476.908000,-2.893130,-0.717557,-0.053435
4476.919000,-2.450382,-0.702290,0.412214
4476.930000,-2.244275,-0.450382,0.580153
4476.941000,-2.320611,-0.694656,0.305344
4476.952000,-2.671756,-0.091603,-0.221374
4476.964000,-2.244275,0.083969,0.442748
4476.975000,-2.969466,0.099237,0.160305
4476.986000,-3.351145,-0.404580,-0.229008
4476.998000,-3.045802,0.030534,0.061069
4477.009000,-2.938931,0.671756,0.236641
4477.020000,-2.465649,0.007634,0.099237
4477.031000,-2.717557,-0.503817,0.045802
4477.042000,-2.083969,-1.427481,0.679389
4477.053000,-2.083969,-1.007634,0.351145
4477.064000,-2.335878,-0.564886,0.351145
4477.075000,-2.778626,0.198473,-0.091603
4477.086000,-3.000000,-0.335878,-0.045802
4477.096000,-2.671756,0.167939,0.381679
4477.108000,-2.725191,1.335878,0.473282
4477.119000,-2.839695,0.183206,-0.007634
4477.130000,-2.969466,0.290076,-0.351145
4477.141000,-2.450382,-0.152672,0.328244
4477.152000,-2.534351,-0.732824,0.244275
4477.164000,-2.290076,-0.740458,-0.251908
4477.178000,-2.435115,-0.893130,0.167939
4477.190000,-2.900763,-0.106870,-0.190840
4477.200000,-2.870229,0.610687,-0.030534
4477.211000,-2.931298,0.893130,0.305344
4477.222000,-2.832061,0.076336,0.427481
4477.234000,-3.519084,-0.671756,-0.480916
4477.244000,-2.030534,-0.076336,0.145038
4477.255000,-2.580153,0.083969,0.603053
4477.267000,-2.778626,-0.977099,-0.152672
4477.278000,-2.442748,-1.045802,-0.137405
4477.289000,-2.290076,-0.595420,0.511450
4477.301000,-2.969466,-1.251908,-0.427481
4477.312000,-2.961832,-0.755725,-0.343511
4477.323000,-2.870229,1.343511,0.496183
4477.334000,-2.519084,1.290076,0.458015
4477.345000,-3.000000,0.282443,-0.076336
4477.356000,-3.007634,-0.244275,-0.122137
4477.367000,-2.122137,-0.320611,0.114504
4477.378000,-2.175573,-0.389313,0.564886
4477.390000,-2.267176,-0.732824,0.213740
4477.401000,-2.282443,-1.671756,-0.183206
4477.412000,-2.801527,-1.412214,0.274809
4477.424000,-2.251908,-0.847328,0.687023
4477.435000,-2.687023,-0.335878,-0.022901
4477.446000,-2.992366,0.587786,0.511450
4477.460000,-3.091603,0.099237,-0.503817
4477.472000,-3.366412,0.969466,-0.114504
4477.484000,-2.480916,-0.022901,0.587786
4477.495000,-2.755725,0.648855,0.206107
4477.506000,-2.679389,-0.916031,0.312977
4477.517000,-2.503817,-1.198473,-0.045802
4477.528000,-2.366412,-1.015267,0.053435
4477.539000,-2.145038,-0.778626,-0.061069
4477.550000,-2.465649,0.221374,0.129771
4477.560000,-2.755725,-0.435114,-0.145038
4477.571000,-2.862595,0.450382,0.045802
4477.582000,-2.931298,0.007634,0.083969
4477.593000,-2.969466,0.015267,-0.244275
4477.605000,-2.809160,-0.312977,0.396947
4477.616000,-2.770992,-1.129771,0.465649
4477.627000,-3.366412,-2.572519,-0.618321
4477.639000,-1.908397,-0.053435,0.541985
4477.650000,-2.511450,0.129771,0.564886
4477.661000,-2.267176,-0.404580,0.091603
4477.672000,-2.664122,-0.961832,0.000000
4477.682000,-2.916031,0.374046,0.053435
4477.694000,-2.885496,1.465649,0.244275
4477.705000,-3.083969,0.824427,0.267176
4477.716000,-2.961832,0.931298,0.007634
4477.727000,-3.045802,-0.045802,-0.114504
4477.741000,-2.709924,-0.977099,0.152672
4477.753000,-1.877863,-0.923664,0.870229
4477.765000,-2.259542,-1.633588,0.389313
4477.776000,-2.755725,-1.625954,-0.053435
4477.788000,-1.961832,-0.160305,0.656489
4477.798000,-2.816794,1.015267,0.664122
4477.809000,-3.076336,1.198473,-0.053435
4477.820000,-2.862595,0.610687,-0.061069
4477.831000,-2.923664,0.190840,-0.068702
4477.842000,-3.152672,0.282443,0.106870
4477.853000,-2.480916,0.267176,0.534351
4477.864000,-2.374046,-0.603053,0.030534
4477.875000,-3.015267,-1.778626,-0.083969
4477.887000,-2.015267,-1.648855,0.458015
4477.898000,-2.396947,-1.679389,0.106870
4477.909000,-2.618321,-0.404580,0.167939
4477.921000,-2.503817,1.000000,0.366412
4477.931000,-3.038168,0.809160,-0.007634
4477.942000,-3.099237,0.251908,-0.465649
4477.954000,-3.343511,0.503817,-0.396947
4477.965000,-1.725191,0.946565,0.458015
4477.976000,-2.648855,-0.045802,0.175573
4477.988000,-2.801527,-1.167939,-0.106870
4477.999000,-2.572519,-1.664122,-0.122137
4478.010000,-1.854962,-0.862595,0.458015
4478.053000,-2.709924,0.297710,-0.274809
4478.065000,-2.152672,2.198473,0.412214
4478.077000,-3.106870,-1.229008,-0.374046
4478.088000,-2.618321,0.473282,0.129771
4478.099000,-3.244275,0.045802,0.610687
4478.110000,-2.160305,0.274809,0.015267
4478.121000,-2.496183,1.290076,-0.045802
4478.132000,-2.137405,-0.923664,0.603053
4478.143000,-2.290076,-2.847328,0.221374
4478.154000,-2.076336,-1.625954,0.572519
4478.165000,-2.809160,0.045802,0.030534
4478.176000,-2.770992,-0.114504,-0.061069
4478.188000,-2.740458,0.801527,-0.106870
4478.199000,-2.839695,0.374046,0.007634
4478.210000,-2.938931,-0.175573,-0.259542
4478.220000,-2.419847,-0.641221,-0.290076
4478.231000,-2.290076,-0.122137,0.145038
4478.242000,-2.351145,0.664122,0.503817
4478.254000,-2.442748,0.114504,-0.152672
4478.264000,-2.290076,-0.465649,-0.106870
4478.275000,-2.396947,-1.412214,0.076336
4478.287000,-1.900763,-1.625954,1.091603
4478.298000,-3.015267,0.633588,-0.045802
4478.309000,-3.007634,1.183206,0.190840
4478.321000,-1.854962,-0.038168,0.839695
4478.335000,-2.137405,1.122137,0.564886
4478.347000,-3.488550,-0.786260,-0.335878
4478.359000,-1.541985,0.664122,0.534351
4478.370000,-2.297710,-0.152672,0.412214
4478.381000,-1.862595,-1.778626,0.580153
4478.392000,-2.282443,-2.137405,0.030534
4478.403000,-2.015267,-0.076336,0.435114
4478.414000,-2.297710,0.564886,0.709924
4478.424000,-2.442748,0.297710,0.847328
4478.436000,-3.343511,-1.832061,-0.442748
4478.447000,-2.541985,0.465649,-0.305344
4478.458000,-3.755725,1.473282,-0.129771
4478.469000,-2.335878,1.038168,0.893130
4478.480000,-3.076336,-1.534351,-0.251908
4478.491000,-2.633588,-0.824427,-0.282443
4478.502000,-2.442748,-0.114504,0.396947
4478.514000,-2.519084,-0.099237,0.129771
4478.525000,-1.587786,-0.694656,0.786260
4478.536000,-2.832061,0.381679,0.076336
4478.547000,-2.847328,0.274809,0.137405
4478.558000,-2.160305,-0.221374,0.557252
4478.569000,-3.190840,-0.045802,-0.145038
4478.580000,-2.267176,-0.175573,0.190840
4478.591000,-2.885496,0.083969,-0.106870
4478.602000,-2.312977,-0.564886,0.267176
4478.616000,-2.587786,-0.190840,0.068702
4478.628000,-2.534351,0.061069,0.152672
4478.640000,-3.038168,-1.450382,0.045802
4478.651000,-2.297710,-0.618321,0.648855
4478.662000,-2.152672,0.603053,0.732824
4478.673000,-2.480916,0.175573,0.404580
4478.684000,-3.274809,0.778626,-0.229008
4478.695000,-2.580153,-0.068702,0.366412
4478.707000,-2.374046,-0.847328,0.343511
4478.718000,-3.000000,-1.404580,-0.404580
4478.729000,-2.564885,0.015267,0.198473
4478.740000,-1.969466,0.732824,0.610687
4478.751000,-1.671756,-0.931298,0.816794
4478.763000,-3.396947,-2.572519,-0.473282
4478.774000,-1.977099,-0.396947,0.465649
4478.786000,-2.641221,-0.145038,0.259542
4478.796000,-2.419847,0.068702,-0.030534
4478.807000,-2.709924,-0.732824,0.137405
4478.819000,-2.709924,-0.038168,0.442748
4478.830000,-2.541985,-0.671756,0.312977
4478.841000,-2.946565,-0.137405,-0.343511
4478.853000,-2.595420,0.427481,0.328244
4478.863000,-2.656489,0.351145,0.824427
4478.875000,-2.442748,-0.274809,-0.091603
4478.886000,-3.328244,-1.404580,-0.618321
4478.900000,-3.007634,-0.534351,-0.274809
4478.912000,-2.938931,-0.076336,0.114504
4478.923000,-2.190840,-0.335878,0.725191
4478.935000,-3.229008,-1.022901,-0.427481
4478.946000,-2.564885,-0.618321,0.198473
4478.958000,-2.541985,0.587786,0.519084
4478.968000,-3.091603,-0.229008,-0.022901
4478.979000,-2.870229,-0.511450,-0.007634
4478.990000,-2.977099,-0.465649,0.015267
4479.001000,-2.152672,0.610687,0.488550
4479.012000,-3.053435,-0.679389,-0.129771
4479.030000,-2.374046,0.290076,0.458015
4479.041000,-2.641221,-1.137405,0.267176
4479.053000,-2.488550,-0.549618,0.229008
4479.064000,-3.305344,-0.572519,-0.221374
4479.075000,-1.923664,0.259542,0.564886
4479.087000,-2.450382,0.732824,0.419847
4479.098000,-3.114504,0.221374,0.160305
4479.109000,-3.206107,-0.320611,0.053435
4479.121000,-2.832061,-0.541985,0.076336
4479.132000,-2.770992,-0.839695,-0.259542
4479.144000,-2.290076,-1.274809,0.328244
4479.155000,-2.526718,0.236641,0.442748
4479.166000,-2.671756,0.137405,0.152672
4479.178000,-3.007634,-0.282443,-0.259542
4479.225000,-3.022901,-0.679389,-0.015267
4479.237000,-3.473282,0.068702,0.236641
4479.249000,-2.549618,-0.152672,0.503817
4479.260000,-2.954198,0.236641,-0.068702
4479.271000,-2.946565,1.229008,0.068702
4479.283000,-2.786260,0.526718,0.541985
4479.294000,-2.656489,-0.610687,0.290076
4479.306000,-2.763359,-1.274809,-0.450382
4479.317000,-2.076336,-1.038168,0.656489
4479.328000,-2.007634,-0.549618,0.503817
4479.339000,-2.343511,-1.076336,-0.053435
4479.351000,-2.587786,-0.809160,0.259542
4479.362000,-2.183206,-1.732824,1.557252
4479.373000,-2.396947,-0.541985,0.045802
